,Afghanistan,Albania,UAE,Armenia,antiguaAndBarbuda,Austria,Azerbaijan,Burundi,Belgium,Benin,burkinaFaso,Bangladesh,Bulgaria,Bahrain,Bahamas,bosniaAndHerzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Botswana,centralAfricanRepublic,Canada,Switzerland,Chile,China,Cote,DRC,Congo,Colombia,Comoros,caboVerde,costaRica,Cyprus,czechRepublic,Germany,Djibouti,Dominica,Denmark,dominicanRepublic,Algeria,Ecuador,Egypt,Spain,Estonia,Finland,Fiji,France,Gabon,UK,Georgia,Ghana,Guinea,Gambia,equatorialGuinea,Greece,Grenada,Guatemala,Guyana,hongKong,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Kiribati,stKittsAndNevis,Korea,Lao,Lebanon,Liberia,Libya,stLucia,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Maldives,Mexico,northMacedonia,Malta,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,westBank,Qatar,Romania,Russia,Rwanda,saudiArabia,Senegal,Singapore,solomonIslands,sierraLeone,elSalvador,sanMarino,Serbia,saoTome,Suriname,Slovakia,Slovenia,Sweden,Eswatini,Seychelles,Chad,Togo,Thailand,Tajikistan,Tonga,trinidadAndTobago,Tunisia,Turkey,Taiwan,Uganda,Uruguay,US,stVincent,Vietnam,Samoa,Kosovo,Yemen,southAfrica,Zambia
1995-01,NA,15.70904,NA,946.4187,NA,2.649958,1657.872,19.29563,1.884829,29.33778,21.47063,9.784467,121.8134,4.080092,1.92671,NA,1704.32,2.242897,8.626209,636.224,1.618085,10.43574,51.61586,0.697674,0.981795,8.624724,24.13527,28.10557,24.61465,4034.567,21.19254,NA,7.467931,23.72436,4.701017,9.229262,1.907357,-5.280529,0.730438,2.132112,15.53641,39.74218,27.06107,17.78519,4.419052,38.71008,2.05224,1.91274,1.771117,34.01565,2.411946,2811.708,35.70467,NA,5.80292,36.48963,10.65986,2.969773,9.415807,14.54821,10.33695,30.85634,-0.872384,42.6604,22.40782,9.42768,9.855729,2.674933,1.67588,14.19492,4.03675,25.34095,4.67276,0.525888,808.3333,3.230862,NA,NA,NA,2.722078,5.086563,8.235038,NA,NA,4.754382,7.054986,NA,47.58525,2.466317,25.84836,6.530765,76.82615,54.4826,NA,10.33266,35.29909,3.808389,NA,0.678614,NA,5.239638,6.554531,70.73,3.507397,NA,39.12225,79.38129,NA,2.433564,2.615385,8.460185,NA,15.319,0.936763,13.545,5.91621,33.13196,4.57527,17.1664,NA,NA,58.92942,215.9128,51.62151,4.984394,19.9174,2.419634,11.63214,NA,7.632319,NA,NA,NA,559.2592,11.96586,19.66702,2.580484,13.71445,1.324518,45.38027,42.18727,4.863819,NA,-0.524045,5.019803,5.485673,123.6051,4.080021,4.66286,43.84237,2.870813,-0.048733,NA,-2.121931,NA,NA,9.588181,40.16363
1995-02,NA,15.72207,NA,799.267,NA,2.376176,1545.891,19.16747,1.795625,21.52971,13.13459,9.366854,120.2782,3.201978,1.888862,NA,2310.204,2.439852,8.621533,429.9423,2.101363,10.49464,37.99973,1.992966,1.529714,8.606966,22.24009,21.19249,11.91853,3902.702,20.92403,NA,8.664531,24.17507,4.633491,10.24855,2.176871,-5.305774,0.178056,2.266627,14.4806,36.34067,23.10652,18.55218,4.862093,35.86355,2.030433,1.47406,1.907357,17.50815,2.380055,1986.972,38.64458,NA,6.082882,16.1961,10.03735,3.241425,7.975631,14.55009,9.47384,33.55058,-0.677764,42.81688,24.08892,8.953386,9.823915,2.523931,1.691926,13.65546,4.359595,22.4465,2.426403,0.220779,735.7143,1.308806,NA,NA,NA,2.291076,4.36098,8.229987,NA,NA,4.734181,8.19886,NA,49.34343,2.290256,27.55661,6.637833,48.90665,44.43464,NA,14.38662,26.64004,3.739173,NA,-3.700411,NA,8.974523,5.89768,72.97194,3.076507,NA,19.8559,77.21883,NA,2.426394,2.607362,8.977595,NA,13.80172,0.99066,12.07757,5.072424,34.4223,4.716606,14.47993,NA,NA,51.05638,223.9247,56.68851,5.29662,11.94057,2.513762,9.010583,NA,8.564282,NA,13.58036,NA,512.513,11.4243,19.66095,2.730433,15.43703,0.05544,28.17253,23.6521,4.724443,NA,2.046828,4.697119,5.028827,123.0406,4.116413,6.784145,44.07977,2.862986,-0.096163,NA,-6.892247,NA,NA,9.757614,34.52158
1995-03,NA,16.02335,NA,530.6113,NA,2.23016,1252.309,17.30214,1.744699,17.49248,13.58024,10.65073,111.7081,2.488385,2.38795,NA,2826.206,2.424951,9.708795,277.751,2.292606,11.06034,36.55853,2.227433,1.601921,7.944367,21.22356,18.84425,15.20391,3467.597,21.30937,NA,8.983391,23.47147,3.834237,10.04262,2.035278,-5.330842,1.705493,2.382245,14.0653,35.16369,22.34029,17.37985,5.137512,28.10172,1.703479,1.246162,2.043597,11.78876,2.550938,1222.832,43.88106,NA,6.678372,32.21256,9.880053,3.128756,7.727996,15.95309,9.909062,33.57108,-0.09246,35.39739,27.52015,8.832199,9.731542,2.465388,1.365434,12.24066,4.310709,21.05275,1.508875,-0.309385,668.75,-0.999343,NA,NA,NA,3.188664,4.607731,10.58004,NA,NA,4.715308,8.4079,NA,46.55187,2.36868,28.3273,6.770368,36.33745,48.23931,NA,20.44203,25.88268,4.810141,NA,-1.356766,NA,9.608186,5.674205,74.18114,3.284132,NA,10.30657,80.64234,NA,2.258416,2.603369,7.436477,NA,14.10381,1.326685,11.86616,5.623038,33.58949,4.92946,14.3681,NA,NA,39.6964,229.2636,57.94081,4.960595,10.25143,2.550925,10.25435,NA,8.684545,NA,26.3188,NA,461.6116,11.26573,18.51531,2.79284,14.99686,0.246001,14.14426,20.68076,4.639065,NA,1.77891,5.299352,5.973071,121.5963,3.928991,6.680789,45.16531,2.78722,-0.177854,NA,-4.94395,NA,NA,10.31937,33.48587
1995-04,NA,8.093581,NA,336.3934,NA,2.461767,1046.818,17.42319,1.686763,13.97218,6.921674,10.46774,75.52106,3.786467,2.128994,NA,1566.577,2.395036,10.79125,171.007,1.055571,10.8237,27.38536,2.461899,1.598351,8.104876,20.81402,19.14732,16.71605,2231.683,21.13238,NA,7.116811,23.08801,3.704284,10.27249,1.759134,-5.355383,1.932861,2.380494,12.52753,34.30364,21.73075,15.25475,5.215112,25.53809,1.555483,2.039161,1.628223,11.24406,2.359906,608.8519,49.92988,NA,6.807212,26.77792,9.446696,3.710672,7.349775,16.03117,9.719602,33.44161,1.44083,28.19706,29.12499,10.44741,9.586453,2.808635,1.076908,10.83845,5.253419,20.37369,1.37989,-0.164836,477.2727,-3.587623,NA,NA,NA,3.401986,5.06641,14.55519,NA,NA,4.696701,7.860957,NA,48.72701,2.273262,27.26006,7.172304,30.58507,63.89703,NA,29.2923,22.42659,4.586973,NA,-2.666788,NA,6.522468,6.258425,78.04565,3.34353,NA,9.22714,84.07093,NA,2.262891,2.603369,7.405861,NA,11.67933,0.801439,10.2314,5.537927,32.72341,4.741682,13.92525,NA,NA,33.9961,228.7946,55.38383,5.23877,9.249938,2.27683,10.43858,NA,8.348354,NA,41.23179,NA,453.009,11.00114,15.53178,3.001924,14.52189,-0.607658,3.282732,19.37335,5.217144,NA,1.976601,5.999907,6.324338,88.44695,4.530618,4.385721,45.24745,3.125,2.312192,NA,-3.351272,NA,NA,11.11942,27.83218
1995-05,NA,5.661435,NA,220.3497,NA,2.307368,750.3929,20.05435,1.349257,17.36272,7.986449,10.59356,66.49553,3.33848,2.259894,NA,1607.487,2.387871,10.61713,92.04597,1.124679,9.849661,23.95011,2.934272,2.102009,7.330013,20.49969,16.55472,11.34286,1595.618,21.27019,NA,7.708317,22.53541,3.328547,10.64942,1.891892,-5.377524,2.21604,2.409636,11.88898,30.63358,22.56862,16.20482,5.026065,27.01112,1.806946,2.065008,1.626016,12.082,2.66682,418.7238,55.9078,NA,5.939039,24.37942,9.688074,4.328806,8.13636,15.77304,9.500104,30.82876,1.43974,24.6574,30.55818,10.23831,10.27994,2.743385,1.235111,10.50505,5.225045,18.70609,0.802503,-0.111926,333.3333,-1.885758,NA,NA,NA,2.365486,5.252216,20.88183,NA,NA,4.677394,7.388804,NA,41.40496,2.217265,27.43108,7.061975,27.53984,60.13654,NA,34.04776,19.77295,4.492451,NA,0.442554,NA,7.536135,5.379514,82.69206,4.085841,NA,7.241366,89.96728,NA,1.997473,2.752294,6.61969,NA,12.59539,1.004671,10.27003,6.281068,32.71032,4.383564,14.27534,NA,NA,29.77479,227.6335,56.92812,4.733556,7.003814,2.155627,8.258743,NA,9.156367,NA,48.90363,NA,415.9604,11.0023,15.08807,2.83797,13.746,-0.692843,0.081564,16.91219,5.368701,NA,1.089704,6.105572,6.485083,80.79397,3.581125,3.001334,44.63134,3.118644,1.402738,NA,-3.825645,NA,NA,10.95039,24.6917
1995-06,NA,1.963747,NA,206.8456,NA,2.518685,618.7662,26.44218,1.28454,15.44137,4.069455,11.32269,61.53786,3.359971,2.434437,NA,1642.022,2.541398,10.82411,32.87907,1.009076,10.16488,15.41647,2.813599,2.09162,7.533216,18.37475,13.7852,8.619932,1430.742,21.70758,NA,6.964556,22.47518,2.561592,10.15616,1.752022,-5.396643,2.351584,2.115593,11.80573,31.73197,22.18501,17.1254,4.993527,28.68207,1.082746,1.818392,1.759134,7.789802,2.65753,438.8505,61.70859,NA,5.287249,21.35101,9.423852,3.629007,9.212482,14.66626,9.447906,29.36088,1.017044,23.61895,30.69246,10.35342,10.52059,2.703092,1.290339,9.36255,5.669708,17.4631,2.133239,0.188634,209.3023,0.353219,NA,NA,NA,2.341054,4.269957,18.90601,NA,NA,4.661547,5.597119,NA,37.97136,2.210345,25.73884,6.038304,24.36728,53.87255,NA,37.659,12.1534,3.597919,NA,2.050147,NA,4.936047,5.394317,89.63815,4.109419,NA,7.669413,90.42868,NA,2.13409,2.743902,7.500378,NA,12.13745,1.362456,10.62401,6.443452,30.60542,4.009677,14.9232,NA,NA,27.48532,227.5709,59.43194,4.323563,10.12898,1.820452,8.751917,NA,9.052303,NA,58.10319,NA,356.4246,10.28664,13.99126,2.639563,12.89087,-1.119747,3.596473,16.9807,5.532418,NA,-0.562076,5.392323,6.249137,80.94711,4.365285,3.670201,44.8599,3.042596,2.124554,NA,-2.832767,NA,NA,10.04718,25.79452
1995-07,NA,2.390343,NA,174.7427,NA,2.168467,522.2746,20.34067,1.18338,13.63053,4.594062,11.22865,62.09944,2.659239,2.321226,NA,1117.82,2.697164,10.16595,27.49537,1.368429,10.07893,12.10897,2.570093,2.023991,7.820557,16.65446,11.43556,7.640063,753.107,21.51248,NA,11.16701,23.30991,2.65128,9.403328,1.478495,-5.412993,2.695946,1.791357,12.16607,29.98223,22.18713,16.23579,4.673012,27.57007,0.91738,2.357381,1.48448,7.915138,2.665431,413.6877,66.98481,NA,9.40429,28.94924,8.418891,3.425563,8.916243,11.55632,8.992885,27.59621,0.966735,20.44655,30.17943,9.700617,11.42783,2.53427,1.409444,8.447937,5.694111,15.97977,2.067395,0.112005,153.7037,-0.177347,NA,NA,NA,2.879706,3.716387,19.31117,NA,NA,4.664072,5.89223,NA,37.83241,2.048409,24.47122,5.479975,22.03466,57.05928,NA,39.89819,11.63852,2.937178,NA,2.601008,NA,5.221419,5.360138,98.92914,3.467132,NA,8.498195,83.48461,NA,1.806435,2.431611,8.701353,NA,11.92267,1.368326,10.84175,6.394368,27.50157,3.86539,14.45281,NA,NA,28.52038,223.0315,63.13055,5.000069,6.053581,1.465757,6.770562,NA,11.21178,NA,68.48864,NA,296.1953,10.73928,12.65575,2.496743,13.20747,0.175112,4.947286,14.8091,5.765756,NA,0.373638,5.633571,6.61087,81.03012,4.106063,4.385058,43.76065,2.830189,2.170349,NA,-3.646586,NA,NA,8.946045,30.02091
1995-08,NA,5.397867,NA,125.0446,NA,2.334559,462.8358,16.09485,1.285171,16.8284,4.745828,10.80397,54.68739,2.402011,2.46343,NA,839.1689,2.809982,9.510832,26.26168,1.919398,10.50617,9.162516,2.214452,1.946561,8.473571,14.50833,10.39817,9.121839,439.9487,21.13852,NA,10.99868,22.32429,2.629562,8.779835,1.474531,-5.428638,1.387304,1.652284,12.29097,30.56039,22.0944,16.76774,4.273391,27.1467,0.526849,2.745308,2.024291,3.3647,2.591215,212.0665,69.65444,NA,12.92946,13.23383,8.062264,3.553721,8.347896,9.84755,8.74239,26.54115,1.538249,13.7715,29.04711,9.038886,10.97412,2.524667,1.788469,8.560311,5.81331,15.13692,2.500576,-0.195847,133.3333,1.515597,NA,NA,NA,3.440385,3.495567,24.3736,NA,NA,4.638367,4.764664,NA,33.93158,1.865447,21.31223,6.753475,22.35521,56.30603,NA,41.61458,11.10495,2.740609,NA,4.700098,NA,4.830611,5.971167,96.64518,3.477467,NA,7.367,75.03422,NA,1.552382,2.272727,8.947025,NA,13.19747,1.158779,10.7457,6.738079,25.64578,4.07553,12.54102,NA,NA,27.60707,219.4613,58.84245,4.683268,5.601271,1.36345,8.730807,NA,10.46097,NA,82.73337,NA,270.1576,9.770375,11.50106,2.320729,12.05233,0.471727,2.851034,13.27376,6.005243,NA,2.822442,5.638959,6.647239,83.12358,3.353736,7.230697,44.48353,2.61745,1.735127,NA,-6.514082,NA,NA,7.696211,29.5542
1995-09,NA,6.248206,NA,110.7731,NA,2.079005,400.0219,18.62944,1.203519,11.62508,4.36543,11.6919,45.52687,1.975001,2.404144,NA,566.8238,3.215591,9.450993,25.28211,2.036722,10.74079,9.501533,2.211874,1.943355,8.628021,13.15136,9.55008,2.380867,329.1142,20.79927,NA,9.729653,21.87065,0.292624,8.33647,1.608579,-5.451713,1.03925,2.09126,12.528,25.79455,23.15994,15.83572,4.39628,25.92765,0.245433,3.253991,2.021563,4.005559,2.87106,4.837121,69.66634,NA,10.23289,12.77803,8.200061,1.773889,8.072171,7.53077,8.912668,28.18381,3.288818,15.81069,28.89388,8.963523,10.20439,2.452008,1.802807,8.880309,5.8134,17.35494,1.916698,0.098274,113.4328,4.222845,NA,NA,NA,3.123539,4.729387,26.6348,NA,NA,4.609372,6.198039,NA,33.35403,1.726598,22.25813,7.65189,22.63736,47.83297,NA,43.51638,8.928094,1.782015,NA,3.39672,NA,6.473467,6.324317,92.84195,3.391908,NA,8.91481,69.15962,NA,1.565561,2.269289,7.30244,NA,12.46306,1.103684,10.74778,8.865541,24.32856,4.083037,12.25862,NA,NA,24.9077,206.9835,54.98127,4.686093,4.899029,1.330411,10.12388,NA,12.03382,NA,100.9801,NA,231.0712,8.910035,10.85252,2.138089,9.135864,-0.434192,2.25616,19.47708,6.0719,NA,-0.278786,5.504224,6.852996,86.41056,3.207331,9.756753,42.55375,2.545211,3.646281,NA,-0.110246,NA,NA,6.5362,34.84884
1995-10,NA,5.50238,NA,103.2207,NA,1.850132,289.8802,19.16566,1.255553,11.73306,5.452188,9.518672,40.93784,1.953793,1.734566,NA,491.1615,3.570341,10.62867,23.75337,2.4206,10.76104,9.800523,2.331002,1.885163,8.958053,12.01103,9.149296,0.065126,339.0803,20.45489,NA,8.489699,23.82154,0.394103,8.063034,1.608579,-5.481263,-0.028745,1.944526,12.02856,23.29966,23.13316,14.85494,4.381056,28.26121,0.110576,2.789476,1.88172,6.139054,3.048472,45.24895,69.29412,NA,5.909298,11.31403,8.050023,2.178558,8.543544,9.858141,8.648353,28.50812,5.383426,20.29616,29.20241,8.837389,10.35459,2.434648,2.39893,8.206107,5.635785,18.52024,2.362984,-0.758107,86.25,3.429055,NA,4.381293,NA,3.691764,4.488888,27.06192,NA,NA,4.593866,2.599151,NA,33.96225,1.669955,23.23158,5.790166,20.80791,41.19279,NA,45.73104,9.603437,3.333074,NA,-0.404691,NA,4.910411,6.929208,88.32241,3.402885,NA,7.585949,62.29254,NA,1.351419,2.265861,6.771629,NA,10.95798,0.937711,10.8798,8.803265,22.95701,4.036207,12.12767,NA,NA,24.27888,179.1795,50.16611,4.852938,2.63457,1.096222,10.61524,NA,11.44297,NA,118.9467,NA,174.5584,7.964383,9.518275,2.284989,8.95069,-0.500101,3.884118,9.737791,6.457255,NA,2.193612,5.423758,6.996287,84.62261,3.411269,9.740933,39.68217,2.744311,2.483135,NA,-0.905321,NA,NA,6.322765,43.93399
1995-11,NA,7.18383,NA,85.05764,NA,1.971416,160.6052,18.63682,1.477599,6.526152,2.84746,9.506194,36.8664,1.881046,1.216735,NA,327.2533,3.90223,10.69453,21.79335,2.584562,10.43382,9.785293,2.090592,1.951993,8.377554,11.06359,8.739846,4.562826,368.7473,20.02863,NA,7.131322,24.82641,1.361852,7.946073,1.606426,-5.515709,0.178553,1.95628,12.12789,23.6648,22.61805,12.62848,4.431771,28.38145,0.131535,2.026877,2.150538,4.595402,2.872506,41.73846,70.40025,NA,5.052774,11.8797,8.056732,2.399225,8.537974,9.97553,8.193286,26.29064,5.280579,25.31945,28.77601,9.023113,10.25845,2.392678,2.101331,7.330827,5.764722,21.36405,2.531913,-0.727639,71.42857,5.191327,NA,3.189863,NA,3.049985,4.110334,27.43434,NA,NA,4.574243,0.467505,NA,36.29641,1.569662,24.5246,3.57691,23.78992,36.07871,NA,48.45868,10.13721,2.929053,NA,-1.875336,NA,5.414322,6.227348,82.90992,3.289893,NA,4.383529,54.0457,NA,1.633988,2.111614,6.983536,NA,10.47225,0.609607,10.63306,8.001795,22.48513,3.852196,10.55235,NA,NA,26.41269,156.1093,45.66885,4.545131,4.745699,0.926524,10.47941,NA,11.96898,NA,112.4942,NA,86.3378,7.748417,9.129594,2.365072,9.623463,-0.917061,9.591118,6.566325,7.174915,NA,2.835702,4.760795,6.089944,82.3037,4.109063,10.13625,36.83932,2.603471,2.393141,NA,-1.214271,NA,NA,6.393296,46.84194
1995-12,NA,6.062245,NA,33.58843,NA,1.764092,86.72974,18.85046,1.465742,2.701401,3.845572,8.868227,32.59255,1.430661,1.637428,NA,243.8206,4.036501,12.46758,21.21246,3.011271,10.85429,4.715825,1.736111,1.911748,8.336444,10.02882,8.723969,5.186271,373.0429,19.43504,NA,5.762329,22.60965,1.77677,7.860982,1.606426,-5.549341,1.430414,1.795385,9.327137,21.73881,23.39263,12.38285,4.268426,26.70677,0.116166,2.292835,2.013423,3.203963,2.95709,56.0689,70.96623,NA,4.026378,12.15573,8.047569,2.00925,8.743533,8.143746,6.935565,26.72577,5.326597,23.78586,28.49472,9.237126,9.586991,2.365743,2.015854,8.022388,5.583274,25.79241,4.083452,-0.419767,62,6.364156,NA,1.213166,NA,2.992909,4.632245,26.45657,NA,NA,4.553002,3.692137,NA,36.23176,1.516909,24.02555,3.85294,23.58735,37.45602,NA,51.95414,8.766061,3.624615,NA,-2.634292,NA,9.235091,5.878494,75.24072,3.334493,NA,5.526753,51.71216,NA,1.693888,2.259036,6.632394,NA,10.01497,0.963001,10.25796,8.044222,21.90729,3.416775,10.47788,NA,NA,28.79507,129.114,37.49197,4.598767,5.325039,0.841921,10.60245,NA,11.56641,NA,121.9322,NA,36.49042,7.404863,8.988172,2.211704,10.15602,-1.366896,8.006381,3.854328,7.328589,NA,4.026179,3.834233,5.61333,76.385,4.381807,8.309984,35.45561,2.531646,2.96266,NA,1.831309,NA,NA,6.875014,43.96075
1996-01,NA,5.729325,NA,32.09059,NA,1.562267,51.4753,19.23971,1.968685,6.74072,5.948358,5.388259,29.89836,-1.208428,1.404667,NA,161.7958,4.157571,13.44459,21.6692,2.870729,10.54029,2.845468,1.616628,1.477193,7.898659,9.107459,4.002512,10.45805,452.1098,20.31959,-5.571793,2.655638,18.99011,2.717176,8.998509,1.470588,-5.580735,1.241004,1.804084,7.648005,18.88742,22.13039,8.018698,3.929676,28.46107,0.477617,3.041237,2.008032,3.704364,2.633886,50.85811,69.47219,NA,3.543152,7.009233,8.609854,1.339217,9.751404,8.184787,6.672935,23.94988,4.085241,20.54884,29.02547,11.02722,8.885439,2.321015,1.633129,8.719852,5.410999,26.98675,7.345217,-0.506819,54.12844,5.720941,29.66093,3.18641,NA,2.608453,4.691369,27.00596,NA,NA,4.531545,2.874917,NA,32.91786,1.12657,24.56836,2.316494,24.31373,36.81075,NA,51.64569,6.793405,1.783647,NA,53.68858,NA,5.850872,5.146979,70.13622,3.393058,NA,4.19794,47.3078,NA,1.757617,1.049475,6.830147,NA,8.863543,1.248513,11.09148,8.548438,21.49529,2.599496,10.43757,NA,NA,27.70168,106.2083,32.6461,0.777968,6.411092,1.144673,14.31845,NA,12.30668,NA,113.9117,NA,20.45273,6.378714,8.658504,1.760938,10.20309,-1.272183,3.904733,3.841792,7.267175,NA,4.155187,3.504937,5.194135,77.19012,3.338392,8.419129,33.81621,2.790698,5.234264,9.600206,4.395471,NA,NA,6.806024,42.32236
1996-02,NA,5.614467,NA,35.57295,NA,1.588898,40.47708,21.1493,1.875248,4.613515,5.680997,4.836614,25.89867,-0.924418,1.82695,NA,106.5627,4.299832,15.91723,21.93631,2.3457,10.40346,2.05748,1.264368,0.811406,7.728978,9.23599,4.13748,10.54201,521.0287,20.80634,-1.598764,3.146611,18.64549,2.785183,8.737793,1.331558,-5.611218,1.051444,1.768857,7.157168,21.22203,23.38354,6.293249,3.696621,29.42017,0.612967,2.295728,2.005348,5.893179,2.659937,48.08994,68.31597,NA,2.899307,9.633385,8.4596,1.222853,10.82308,8.178958,6.968551,21.23522,3.443116,18.36467,28.46265,11.09084,8.576334,2.193034,1.740421,9.426987,5.234994,30.33734,10.31071,-0.381071,47.86325,5.383443,27.06881,5.557536,NA,2.445484,4.665039,28.91337,NA,NA,4.510205,1.799479,NA,31.0912,0.97676,22.8951,4.62006,24.84003,35.55181,NA,48.83545,7.191545,2.41184,NA,62.1061,NA,3.975779,5.811256,65.3119,3.448961,NA,5.779538,44.00107,NA,1.634901,0.747384,8.52646,NA,9.678754,1.293724,11.35566,8.742132,20.82427,2.726189,11.44123,NA,NA,27.53171,92.5326,29.23221,0.966401,4.065269,1.378179,14.86219,NA,11.14891,NA,123.9588,NA,18.67499,6.334486,8.494821,1.504642,7.861407,-0.535677,5.286059,3.995568,7.368599,NA,3.968004,3.842737,5.414497,76.35235,2.958952,6.974579,33.32015,2.717031,4.742463,8.714507,4.221112,NA,NA,6.521863,41.98355
1996-03,NA,7.021698,NA,34.26092,NA,2.055209,34.81454,26.27234,2.040815,3.658366,4.958554,2.942436,25.17251,-0.744006,1.39716,NA,75.62025,5.347138,14.62094,20.67358,2.829515,10.22417,0.656017,1.490826,0.974314,7.753889,9.658468,1.422896,5.074889,591.838,20.22341,-9.187188,4.421087,18.28832,3.308072,9.262434,1.329787,-5.639999,1.241449,2.036553,6.427216,21.62379,24.59688,7.099365,3.465836,28.81978,0.710699,2.794927,2.269693,1.878694,2.634522,53.36957,65.00525,NA,3.461932,5.771488,8.835028,1.672697,11.3971,7.959432,7.009702,21.48122,2.948552,17.48145,25.75058,9.629457,8.87724,2.078383,2.062949,11.09057,4.600813,30.99034,9.727078,-0.089952,42.27642,6.26736,31.10681,5.444017,NA,0.000548,4.411155,25.09531,NA,NA,4.492344,2.365091,NA,32.05531,1.060457,21.717,4.398969,25.57343,30.97787,NA,43.65643,5.191911,1.967927,NA,53.55411,NA,4.435324,4.805942,60.669,3.18424,NA,5.336093,41.32058,NA,1.983883,0.746269,8.679441,NA,10.10417,1.116172,11.51392,8.688461,20.18796,2.570787,11.10235,NA,NA,27.76229,81.60645,25.00196,1.231906,2.129763,1.490793,13.83107,NA,10.44185,NA,129.0426,NA,16.96029,6.087735,9.642957,1.573991,6.15255,-1.651774,5.622036,4.247297,7.257061,NA,4.191283,3.40645,4.99613,78.46814,2.989199,6.047021,31.31577,2.843915,4.303722,9.433077,6.411525,NA,NA,6.190386,42.85142
1996-04,NA,7.0498,NA,27.40932,NA,1.689338,26.4667,21.6255,2.012761,4.867743,4.670614,3.367721,27.76026,0.140004,1.725152,NA,57.53528,6.432681,12.55133,19.68501,3.777923,10.08917,2.850388,1.487414,0.936314,8.209707,9.720736,1.190286,8.741384,641.6994,19.88536,-2.484031,6.146794,18.55525,3.081961,8.738587,1.595745,-5.666855,1.437334,2.039398,6.653688,21.49783,24.66565,7.85366,3.467,30.03261,0.667375,2.499747,2.403204,0.372847,2.669917,56.01004,60.12222,NA,0.285802,11.11169,8.743574,1.290551,11.95391,7.56948,7.058793,21.15626,1.34962,18.88512,24.39658,8.233091,9.797654,1.57523,2.308713,11.99262,4.543837,31.32931,8.311349,0.245499,41.73228,7.426455,35.56728,8.393226,NA,0.258164,4.476023,19.45238,NA,NA,4.479535,2.579169,NA,32.85854,1.249792,19.62775,2.086756,26.11496,30.1038,NA,36.89253,3.859998,3.289547,NA,56.04344,NA,5.074334,4.364198,57.32213,3.797672,NA,7.554816,31.63478,NA,2.12329,1.044776,8.963587,NA,10.95534,1.30538,11.37398,8.92201,20.11467,2.916205,10.73618,NA,NA,28.12551,70.77691,20.32582,1.048812,3.264349,1.113773,13.66887,NA,10.18652,NA,120.9371,NA,-0.124219,6.009414,11.56679,1.090093,5.547429,-2.156663,11.74099,4.382528,7.005466,NA,3.836888,3.160294,3.683503,81.34393,2.872845,6.402723,30.52648,2.832675,4.268471,8.543202,4.752302,NA,NA,5.565691,47.36749
1996-05,NA,8.363597,NA,25.03369,NA,1.534685,22.43797,19.58869,1.8588,3.204593,3.024154,3.570814,42.9622,-0.026863,1.529785,NA,50.77829,7.467134,12.45349,18.50738,4.091417,10.41744,2.601166,1.368301,0.769806,8.553439,9.13778,1.818265,11.26594,590.2682,19.85093,-1.534311,11.77574,19.43917,3.165532,8.655795,1.458886,-5.689175,1.071974,1.916012,6.531286,22.19711,22.08109,7.84596,3.769343,26.50024,0.64575,3.22085,2.4,-2.055884,2.354314,48.96614,53.95063,NA,0.245836,8.356457,8.361807,0.319775,11.03608,7.87098,6.431362,21.41433,1.714139,19.14257,23.76252,8.381515,9.343607,1.467364,2.723693,12.61426,4.517945,31.29304,6.788552,0.192835,41.53846,7.290481,38.09641,8.669641,NA,1.400375,4.969642,13.52662,NA,NA,4.47063,2.122252,NA,30.29023,1.176191,17.74232,3.466451,26.33421,27.39487,NA,33.8858,1.554942,2.812282,NA,51.49905,NA,3.64189,4.90057,53.9607,3.450426,NA,6.980065,31.47049,NA,2.034478,1.041667,9.158197,NA,10.80093,0.858974,10.92367,8.009456,19.60598,3.333183,10.41078,NA,NA,33.93336,59.97202,15.18601,1.290435,4.834689,1.20719,14.5738,NA,10.20188,NA,114.7432,NA,-9.079,5.839142,10.98833,0.79484,5.71389,-1.768545,16.087,4.46702,6.279279,NA,3.124397,2.583493,3.450537,83.26386,2.945582,6.477436,30.44683,2.827087,3.859465,6.116824,3.388193,NA,NA,5.847072,52.37377
